date,day_of_week,month,year,is_weekend,promo_discount,competitor_price,demand_index,customer_segment,price
2022-07-24,6,7,2022,1,14.59,149.26,47.34,D,157.88
2021-12-29,2,12,2021,0,11.41,114.57,0.32,D,61.91
2020-07-15,2,7,2020,0,26.0,80.04,25.32,B,105.39
2020-09-27,6,9,2020,1,2.36,115.69,30.37,A,103.24
2020-02-16,6,2,2020,1,23.74,139.15,44.61,B,113.1
2020-07-02,3,7,2020,0,23.01,154.24,18.53,D,49.77
2020-05-31,6,5,2020,1,10.45,53.76,1.22,D,43.46
2021-09-03,4,9,2021,0,24.25,118.27,34.17,D,101.48
2020-03-24,1,3,2020,0,22.2,83.8,46.61,B,20.82
2022-12-23,4,12,2022,0,17.91,84.15,43.35,B,92.7
2020-09-01,1,9,2020,0,18.97,123.04,42.21,A,13.36
2021-06-23,2,6,2021,0,18.63,178.32,76.96,B,196.18
2021-07-19,0,7,2021,0,4.17,60.05,53.93,A,77.75
2022-03-03,3,3,2022,0,1.04,92.41,28.76,D,67.23
2020-11-28,5,11,2020,1,28.6,62.92,12.94,B,23.21
2020-06-15,0,6,2020,0,24.19,148.67,12.95,B,41.19
2020-08-30,6,8,2020,1,22.42,69.43,98.15,D,100.1
2022-09-24,5,9,2022,1,5.76,174.59,31.95,A,77.77
2022-10-23,6,10,2022,1,9.82,158.28,17.32,A,90.99
2022-01-21,4,1,2022,0,0.92,168.79,34.07,D,61.85
2022-01-24,0,1,2022,0,17.4,146.9,81.29,D,68.39
2022-03-16,2,3,2022,0,24.37,103.68,10.11,D,138.42
2020-03-24,1,3,2020,0,16.43,128.44,93.75,D,105.46
2021-04-23,4,4,2021,0,0.17,176.71,28.48,D,102.75
2020-11-09,0,11,2020,0,6.15,73.46,68.66,A,114.8
2022-11-14,0,11,2022,0,18.81,168.24,34.08,D,97.64
2022-01-11,1,1,2022,0,23.33,148.72,53.98,C,69.96
2020-05-03,6,5,2020,1,12.23,97.96,34.88,C,135.08
2021-08-10,1,8,2021,0,3.76,194.14,77.9,C,74.09
2021-09-07,1,9,2021,0,1.28,148.03,73.44,A,222.32
2022-06-22,2,6,2022,0,7.61,34.89,91.51,D,68.72
2022-03-12,5,3,2022,1,21.65,30.92,76.06,B,39.13
2021-09-19,6,9,2021,1,20.87,115.82,95.55,B,20.52
2021-04-05,0,4,2021,0,8.76,32.51,87.92,D,121.78
2021-12-05,6,12,2021,1,16.05,43.66,48.9,A,97.27
2021-09-11,5,9,2021,1,9.47,158.99,6.13,D,116.63
2020-12-08,1,12,2020,0,24.69,183.32,74.59,D,49.0
2021-01-23,5,1,2021,1,18.02,45.45,11.71,B,132.12
2020-12-11,4,12,2020,0,25.53,32.1,10.6,D,95.16
2020-10-02,4,10,2020,0,6.55,130.13,21.45,D,36.05
2020-08-28,4,8,2020,0,16.37,175.2,68.51,A,175.0
2021-08-28,5,8,2021,1,7.99,179.48,37.7,B,178.76
2021-06-07,0,6,2021,0,14.14,68.21,26.03,B,123.09
2022-04-21,3,4,2022,0,2.37,187.41,27.15,B,85.45
2021-12-04,5,12,2021,1,7.0,20.54,69.26,C,128.44
2021-06-29,1,6,2021,0,24.29,27.38,92.87,B,76.85
2020-07-26,6,7,2020,1,27.39,39.28,74.39,A,123.6
2022-12-29,3,12,2022,0,10.75,34.25,60.47,D,25.51
2020-07-19,6,7,2020,1,15.04,128.76,73.25,D,174.86
2020-10-29,3,10,2020,0,7.8,78.03,34.11,B,161.06
2021-09-29,2,9,2021,0,27.95,195.38,94.58,A,176.03
2022-02-17,3,2,2022,0,29.73,87.67,94.83,C,135.23
2021-03-27,5,3,2021,1,5.05,28.18,21.45,B,174.16
2021-11-24,2,11,2021,0,18.95,60.38,74.19,B,42.93
2020-10-01,3,10,2020,0,24.66,162.95,97.26,C,32.27
2022-08-01,0,8,2022,0,27.2,81.4,41.61,B,91.57
2022-01-18,1,1,2022,0,18.81,199.06,60.0,A,191.45
2022-01-16,6,1,2022,1,7.65,91.71,50.45,B,84.98
2021-04-05,0,4,2021,0,29.31,150.62,47.89,B,139.84
2021-06-17,3,6,2021,0,14.02,23.1,54.32,B,139.43
2020-03-12,3,3,2020,0,29.44,27.34,51.21,B,23.08
2020-06-07,6,6,2020,1,4.47,129.88,23.16,A,171.82
2022-01-19,2,1,2022,0,15.43,59.28,49.38,D,15.03
2022-04-10,6,4,2022,1,25.88,22.28,0.7,A,124.46
2022-02-04,4,2,2022,0,29.21,174.07,25.2,C,28.51
2022-01-27,3,1,2022,0,18.78,168.07,36.21,D,75.83
2022-03-10,3,3,2022,0,3.46,47.51,56.84,C,45.91
2022-10-19,2,10,2022,0,6.06,62.24,44.39,C,31.8
2022-07-17,6,7,2022,1,14.99,187.16,2.45,D,107.53
2021-07-03,5,7,2021,1,25.08,76.24,13.15,C,9.71
2021-02-12,4,2,2021,0,19.32,119.4,22.93,C,148.86
2021-05-06,3,5,2021,0,22.07,69.76,75.34,D,50.47
2022-01-29,5,1,2022,1,20.26,41.34,69.22,D,51.82
2021-07-08,3,7,2021,0,17.17,51.04,72.6,D,25.65
2022-03-02,2,3,2022,0,4.96,53.14,4.13,D,141.21
2020-05-10,6,5,2020,1,29.43,160.11,86.06,D,2.03
2021-03-03,2,3,2021,0,3.54,120.62,97.79,C,141.68
2020-09-16,2,9,2020,0,11.22,46.31,15.28,A,91.62
2020-12-28,0,12,2020,0,21.41,25.73,85.22,C,176.04
2021-08-07,5,8,2021,1,26.66,184.34,1.53,C,161.76
2020-02-15,5,2,2020,1,10.99,176.47,18.68,A,101.67
2021-11-11,3,11,2021,0,1.32,27.21,94.33,C,173.53
2022-11-06,6,11,2022,1,15.89,114.58,74.88,A,85.11
2021-11-30,1,11,2021,0,22.86,107.3,63.79,B,190.92
2022-03-28,0,3,2022,0,14.14,95.31,90.57,B,191.74
2021-10-23,5,10,2021,1,29.77,119.16,34.43,C,38.94
2022-02-19,5,2,2022,1,1.02,150.81,23.35,D,119.68
2021-09-10,4,9,2021,0,27.5,191.04,0.44,D,45.06
2021-01-07,3,1,2021,0,25.12,116.56,80.75,A,176.8
2021-05-05,2,5,2021,0,13.28,84.62,45.54,A,148.0
2022-07-17,6,7,2022,1,11.01,159.5,90.4,C,67.33
2020-10-06,1,10,2020,0,28.95,132.09,87.82,B,23.02
2022-01-23,6,1,2022,1,7.54,77.78,30.28,A,57.79
2021-06-28,0,6,2021,0,26.05,95.35,96.31,B,119.54
2022-02-27,6,2,2022,1,4.15,118.26,99.35,A,144.76
2021-08-08,6,8,2021,1,0.06,187.95,23.49,A,161.51
2021-06-26,5,6,2021,1,15.45,78.58,28.26,B,189.66
2021-05-22,5,5,2021,1,27.36,112.36,25.85,B,18.93
2022-04-30,5,4,2022,1,4.7,114.01,30.78,A,33.27
2021-09-08,2,9,2021,0,13.66,154.31,89.17,C,116.75
2021-09-24,4,9,2021,0,21.7,85.53,49.62,B,147.33
2020-04-24,4,4,2020,0,21.83,96.41,54.37,D,157.57
2022-04-25,0,4,2022,0,18.96,135.66,78.46,B,34.49
2022-07-26,1,7,2022,0,15.69,192.7,36.17,B,64.45
2020-08-01,5,8,2020,1,18.04,59.8,55.59,A,46.8
2020-03-02,0,3,2020,0,17.39,128.43,41.84,A,87.19
2022-10-12,2,10,2022,0,7.36,79.57,49.83,C,64.81
2020-12-08,1,12,2020,0,23.49,147.63,26.93,B,20.33
2020-09-03,3,9,2020,0,0.01,127.41,21.14,A,30.79
2022-01-24,0,1,2022,0,10.77,193.16,68.99,D,153.78
2020-07-08,2,7,2020,0,4.34,33.19,1.15,C,186.33
2021-10-13,2,10,2021,0,9.01,102.71,39.45,B,158.84
2021-03-04,3,3,2021,0,9.3,116.38,99.56,C,99.53
2021-07-26,0,7,2021,0,16.54,110.46,80.32,B,67.2
2022-06-05,6,6,2022,1,5.11,155.74,41.56,D,167.16
2021-06-15,1,6,2021,0,19.32,121.58,7.05,C,129.94
2022-10-17,0,10,2022,0,20.58,135.21,26.79,A,193.32
2020-08-18,1,8,2020,0,9.65,47.4,98.72,D,145.95
2021-02-01,0,2,2021,0,12.44,188.46,9.11,B,26.07
2020-02-21,4,2,2020,0,20.47,52.03,91.71,D,150.62
2021-11-30,1,11,2021,0,9.19,179.99,4.29,B,116.54
2021-03-31,2,3,2021,0,28.07,173.97,35.61,D,26.74
2022-08-05,4,8,2022,0,6.32,112.61,59.68,D,26.93
2020-09-27,6,9,2020,1,12.41,169.47,44.43,D,39.61
2022-03-30,2,3,2022,0,28.65,67.93,79.84,C,38.78
2022-04-12,1,4,2022,0,12.7,108.28,50.06,B,115.36
2021-02-03,2,2,2021,0,6.75,112.86,48.17,D,53.99
2020-01-07,1,1,2020,0,29.65,175.8,88.76,A,136.22
2021-07-24,5,7,2021,1,4.8,122.26,82.14,A,37.7
2020-04-05,6,4,2020,1,14.88,91.3,21.21,C,76.73
2020-11-08,6,11,2020,1,29.5,150.18,29.95,D,94.45
2020-05-08,4,5,2020,0,7.4,129.95,89.62,A,137.83
2022-01-22,5,1,2022,1,22.0,101.6,52.41,C,126.61
2022-11-29,1,11,2022,0,24.37,138.7,97.75,A,171.64
2020-03-15,6,3,2020,1,23.31,172.12,28.12,A,86.53
2020-11-07,5,11,2020,1,16.93,103.23,84.75,D,19.13
2020-12-30,2,12,2020,0,6.28,178.71,5.91,B,59.05
2020-05-14,3,5,2020,0,10.54,155.13,56.02,C,179.68
2021-01-16,5,1,2021,1,6.84,176.98,28.29,C,58.26
2022-08-06,5,8,2022,1,14.95,32.82,38.43,B,85.34
2020-09-02,2,9,2020,0,4.8,174.94,38.59,D,177.36
2020-02-24,0,2,2020,0,26.99,55.07,50.51,C,107.95
2021-04-09,4,4,2021,0,24.57,179.42,62.4,A,9.92
2021-03-21,6,3,2021,1,14.44,179.26,71.41,D,153.33
2022-12-19,0,12,2022,0,20.22,27.93,96.8,A,201.63
2022-10-09,6,10,2022,1,3.8,40.28,53.91,B,174.14
2020-03-12,3,3,2020,0,11.47,44.55,51.06,B,86.28
2020-09-06,6,9,2020,1,10.55,136.1,88.56,B,128.15
2022-02-13,6,2,2022,1,20.63,138.79,55.11,C,60.69
2021-12-19,6,12,2021,1,11.33,76.83,91.75,B,181.43
2022-11-27,6,11,2022,1,17.38,184.2,88.64,D,161.33
2020-12-26,5,12,2020,1,6.65,149.15,60.92,A,169.48
2021-01-16,5,1,2021,1,7.9,145.07,40.98,D,152.18
2021-05-19,2,5,2021,0,23.86,58.04,18.39,C,127.55
2020-09-18,4,9,2020,0,16.51,120.3,75.25,C,160.45
2021-12-22,2,12,2021,0,7.17,120.0,82.9,B,191.33
2021-04-25,6,4,2021,1,8.62,38.75,23.28,B,201.56
2020-12-12,5,12,2020,1,13.87,95.34,1.31,B,21.71
2022-06-25,5,6,2022,1,20.06,126.17,57.55,B,30.71
2021-01-24,6,1,2021,1,10.56,166.22,17.49,B,180.35
2020-01-03,4,1,2020,0,3.64,50.45,47.77,C,188.83
2022-01-14,4,1,2022,0,9.89,138.48,58.87,D,41.4
2021-03-30,1,3,2021,0,7.45,187.43,18.48,C,133.12
2021-04-06,1,4,2021,0,28.94,41.51,39.92,B,45.45
2021-04-09,4,4,2021,0,6.65,41.42,64.96,D,145.9
2022-05-24,1,5,2022,0,20.3,186.44,14.57,A,65.35
2022-11-04,4,11,2022,0,10.34,61.77,14.22,C,100.32
2020-03-12,3,3,2020,0,25.03,191.82,12.93,D,130.36
2022-03-24,3,3,2022,0,24.74,90.02,11.0,A,198.06
2020-04-10,4,4,2020,0,19.67,196.8,48.37,D,68.81
2020-04-03,4,4,2020,0,7.42,197.04,25.33,B,20.52
2022-03-07,0,3,2022,0,15.37,87.87,26.14,D,114.37
2020-09-04,4,9,2020,0,10.93,92.41,2.3,B,126.74
2021-02-13,5,2,2021,1,3.66,58.48,71.71,D,78.27
2020-03-20,4,3,2020,0,4.9,123.94,21.49,A,76.82
2020-01-29,2,1,2020,0,18.64,153.18,73.97,D,88.11
2020-09-12,5,9,2020,1,13.63,161.78,19.3,B,39.49
2022-03-22,1,3,2022,0,19.94,93.71,71.0,A,64.53
2021-12-26,6,12,2021,1,9.75,181.4,42.17,B,127.86
2021-01-09,5,1,2021,1,3.2,52.19,3.59,A,111.03
2022-10-06,3,10,2022,0,29.67,177.3,63.29,D,137.51
2021-06-20,6,6,2021,1,17.83,86.38,17.35,C,120.78
2022-04-04,0,4,2022,0,5.79,95.14,82.58,D,45.87
2021-02-14,6,2,2021,1,3.87,60.39,55.19,C,70.24
2022-06-25,5,6,2022,1,15.1,74.36,50.62,C,62.9
2020-09-25,4,9,2020,0,29.4,108.69,74.36,B,135.14
2021-03-05,4,3,2021,0,14.72,63.0,51.07,B,146.8
2020-11-08,6,11,2020,1,13.8,34.75,1.8,B,77.35
2020-11-26,3,11,2020,0,4.51,183.11,17.58,A,97.97
2020-08-05,2,8,2020,0,21.36,166.78,47.77,C,35.79
2021-06-03,3,6,2021,0,8.13,95.41,36.46,B,87.68
2021-12-09,3,12,2021,0,3.96,184.4,2.98,B,101.13
2021-01-12,1,1,2021,0,29.41,138.75,35.54,B,24.68
2021-12-25,5,12,2021,1,28.92,22.52,68.14,D,148.67
2020-04-27,0,4,2020,0,0.75,150.53,99.88,D,132.17
2021-01-09,5,1,2021,1,12.44,177.39,55.42,C,141.68
2021-03-08,0,3,2021,0,17.63,26.89,21.31,C,25.97
2020-04-10,4,4,2020,0,3.2,22.77,42.12,D,55.83
2021-05-11,1,5,2021,0,25.67,155.01,57.32,D,81.3
2021-05-16,6,5,2021,1,7.68,105.49,64.12,A,180.68
2020-08-22,5,8,2020,1,2.45,147.52,74.27,A,141.03
2021-07-10,5,7,2021,1,6.43,117.05,50.27,D,97.54
2022-10-04,1,10,2022,0,13.82,39.95,18.29,C,31.85
2020-08-02,6,8,2020,1,7.27,67.43,24.51,B,62.77
2020-01-13,0,1,2020,0,22.06,167.34,32.71,D,51.99
2021-10-07,3,10,2021,0,25.32,132.31,29.34,B,135.92
2021-09-16,3,9,2021,0,10.34,125.58,99.26,A,85.36
2021-10-25,0,10,2021,0,27.92,77.72,54.03,B,90.72
2020-01-28,1,1,2020,0,23.49,31.0,62.71,A,162.97
2021-03-26,4,3,2021,0,14.16,38.95,24.48,D,124.81
2020-12-23,2,12,2020,0,26.86,95.89,56.04,D,40.55
2020-04-27,0,4,2020,0,12.37,80.62,65.55,C,187.53
2022-03-28,0,3,2022,0,24.4,54.59,57.77,B,21.63
2022-08-27,5,8,2022,1,7.41,51.0,33.55,C,138.31
2022-03-01,1,3,2022,0,14.98,187.92,21.27,A,80.64
2021-10-04,0,10,2021,0,9.9,62.47,99.32,C,91.78
2022-09-02,4,9,2022,0,28.22,90.29,20.41,A,22.84
2022-01-10,0,1,2022,0,25.67,25.78,96.44,C,83.56
2021-05-29,5,5,2021,1,7.42,131.14,13.29,A,33.38
2020-12-22,1,12,2020,0,24.83,96.44,51.83,A,41.08
2022-01-24,0,1,2022,0,1.84,86.2,50.61,A,183.36
2022-05-26,3,5,2022,0,15.03,160.85,11.54,C,18.61
2020-05-27,2,5,2020,0,4.77,158.96,75.93,A,55.36
2021-12-01,2,12,2021,0,0.93,143.35,85.53,C,157.89
2022-05-27,4,5,2022,0,6.08,125.08,75.74,C,67.73
2020-02-04,1,2,2020,0,15.83,76.6,22.56,A,205.84
2022-02-08,1,2,2022,0,27.38,100.22,13.68,B,136.5
2021-10-19,1,10,2021,0,7.67,50.33,38.15,D,107.1
2022-10-14,4,10,2022,0,2.92,122.91,1.53,C,172.55
2021-01-13,2,1,2021,0,27.62,151.95,46.65,A,49.86
2022-09-04,6,9,2022,1,22.32,187.72,15.85,A,92.1
2020-10-07,2,10,2020,0,9.46,84.21,40.58,A,210.88
2021-06-03,3,6,2021,0,7.76,108.68,95.15,B,117.61
2022-06-09,3,6,2022,0,25.91,30.58,95.3,B,48.14
2020-01-31,4,1,2020,0,29.4,51.6,44.44,A,63.82
2022-10-13,3,10,2022,0,13.0,65.09,96.53,A,86.27
2020-10-05,0,10,2020,0,19.6,44.74,82.44,A,125.46
2020-11-02,0,11,2020,0,29.38,96.21,19.54,C,57.04
2020-05-30,5,5,2020,1,22.11,138.64,77.83,B,23.06
2021-05-13,3,5,2021,0,17.41,187.79,10.79,D,19.13
2022-04-06,2,4,2022,0,21.5,76.73,65.86,D,98.48
2022-12-25,6,12,2022,1,29.58,180.03,67.81,D,40.77
2022-04-11,0,4,2022,0,7.86,178.8,58.53,A,177.24
2022-12-07,2,12,2022,0,13.5,38.55,33.27,D,42.22
2021-03-17,2,3,2021,0,23.45,146.09,8.84,A,123.18
2020-12-03,3,12,2020,0,26.22,145.53,51.11,D,51.98
2022-10-01,5,10,2022,1,26.61,96.1,85.54,D,133.27
2021-04-18,6,4,2021,1,24.49,198.16,74.88,A,10.14
2021-01-14,3,1,2021,0,6.16,26.34,18.99,B,37.26
2022-06-15,2,6,2022,0,15.05,25.08,47.26,D,162.19
2020-02-27,3,2,2020,0,22.46,189.91,22.66,D,86.32
2021-11-25,3,11,2021,0,9.56,108.89,55.71,D,24.37
2022-05-10,1,5,2022,0,7.0,146.86,77.29,C,119.59
2021-04-30,4,4,2021,0,8.12,92.92,9.6,B,199.25
2021-09-24,4,9,2021,0,26.06,31.81,16.65,B,114.05
2020-08-24,0,8,2020,0,6.97,188.19,75.56,A,77.4
2022-02-21,0,2,2022,0,0.18,163.9,42.41,C,134.42
2021-09-24,4,9,2021,0,8.61,45.72,67.53,B,112.26
2020-03-04,2,3,2020,0,7.06,44.77,58.05,C,149.25
2021-01-07,3,1,2021,0,8.52,152.33,18.31,B,80.43
2020-09-12,5,9,2020,1,22.35,138.83,27.05,B,26.66
2020-04-03,4,4,2020,0,1.27,170.82,7.51,B,43.69
2020-09-04,4,9,2020,0,7.13,100.22,78.98,A,77.34
2021-12-21,1,12,2021,0,16.31,36.27,46.45,A,53.35
2021-12-15,2,12,2021,0,6.34,86.03,76.13,D,144.8
2022-02-13,6,2,2022,1,12.45,41.36,28.07,C,103.79
2021-08-02,0,8,2021,0,26.08,194.29,63.75,D,57.33
2021-08-04,2,8,2021,0,20.8,80.52,62.55,D,49.78
2020-01-15,2,1,2020,0,8.01,33.54,42.01,A,149.36
2020-01-03,4,1,2020,0,23.66,165.86,99.24,B,24.96
2022-05-11,2,5,2022,0,14.79,113.85,80.45,D,58.95
2022-03-21,0,3,2022,0,2.08,76.48,98.39,C,186.04
2021-09-25,5,9,2021,1,11.86,177.73,3.28,D,59.53
2022-10-13,3,10,2022,0,21.8,59.86,19.84,D,146.09
2021-09-01,2,9,2021,0,18.48,198.02,13.47,D,60.36
2022-07-10,6,7,2022,1,9.34,178.42,25.53,C,74.02
2020-07-01,2,7,2020,0,4.29,159.57,23.77,D,29.17
2021-02-16,1,2,2021,0,13.05,90.46,17.76,D,34.43
2021-12-12,6,12,2021,1,26.9,32.21,9.93,D,41.93
2020-03-10,1,3,2020,0,28.59,35.37,81.6,C,159.95
2021-11-08,0,11,2021,0,11.34,72.9,67.74,A,163.08
2020-02-17,0,2,2020,0,23.4,169.5,26.84,D,112.01
2021-05-15,5,5,2021,1,4.05,111.93,61.29,C,52.81
2021-10-06,2,10,2021,0,2.3,55.05,42.06,B,198.41
2022-08-21,6,8,2022,1,15.96,154.73,17.41,B,28.48
2020-03-18,2,3,2020,0,7.19,76.5,54.81,D,164.78
2021-07-11,6,7,2021,1,12.78,113.38,0.46,D,15.84
2021-01-16,5,1,2021,1,2.51,145.82,48.62,D,53.81
2022-06-22,2,6,2022,0,17.78,118.03,8.88,A,134.72
2020-08-13,3,8,2020,0,23.01,71.58,68.75,C,43.92
2020-10-08,3,10,2020,0,22.7,184.12,44.19,D,41.89
2021-04-01,3,4,2021,0,11.98,65.01,0.12,C,125.27
2021-02-25,3,2,2021,0,1.28,57.87,72.24,A,168.17
2022-01-29,5,1,2022,1,2.2,138.81,93.06,D,39.22
2020-01-17,4,1,2020,0,12.47,151.3,66.77,B,60.28
2022-01-23,6,1,2022,1,4.89,161.16,95.62,C,156.54
2020-08-13,3,8,2020,0,28.9,128.9,92.91,B,134.64
2022-12-19,0,12,2022,0,27.27,49.09,81.56,B,46.03
2022-08-05,4,8,2022,0,0.82,113.17,31.83,D,31.09
2021-02-26,4,2,2021,0,29.41,139.96,90.18,D,164.2
2021-09-05,6,9,2021,1,11.76,65.85,18.39,B,114.99
2020-06-09,1,6,2020,0,18.18,105.04,38.73,C,38.69
2021-08-16,0,8,2021,0,13.26,35.34,86.5,C,30.46
2022-03-16,2,3,2022,0,11.42,38.02,77.5,C,76.68
2021-07-30,4,7,2021,0,3.39,115.67,91.63,D,174.19
2022-06-09,3,6,2022,0,7.49,149.54,3.03,B,41.02
2021-09-03,4,9,2021,0,14.98,61.18,79.83,C,178.16
2021-06-20,6,6,2021,1,0.13,61.92,43.96,C,125.89
2021-03-29,0,3,2021,0,27.48,180.54,63.72,C,43.89
2021-06-11,4,6,2021,0,23.5,56.48,96.52,A,15.82
2021-09-17,4,9,2021,0,17.09,35.91,40.76,A,142.43
2022-03-21,0,3,2022,0,20.69,161.4,59.33,B,55.03
2021-05-11,1,5,2021,0,26.68,166.0,16.01,C,138.12
2021-07-18,6,7,2021,1,29.18,134.7,28.18,D,95.48
2021-08-06,4,8,2021,0,10.28,141.67,54.48,B,194.66
2021-07-06,1,7,2021,0,18.54,58.52,72.51,D,62.95
2021-06-24,3,6,2021,0,8.17,90.52,1.2,A,211.06
2022-12-12,0,12,2022,0,15.97,159.23,25.79,B,150.19
2020-10-26,0,10,2020,0,17.02,96.35,97.07,B,112.1
2020-04-07,1,4,2020,0,19.72,22.76,30.15,C,163.51
2022-10-22,5,10,2022,1,22.77,116.62,90.02,D,88.13
2020-09-19,5,9,2020,1,17.0,88.79,62.0,D,64.96
2021-03-23,1,3,2021,0,11.56,193.94,11.13,C,27.37
2020-07-23,3,7,2020,0,1.3,77.61,39.82,B,48.1
2020-11-18,2,11,2020,0,16.47,124.99,75.1,A,209.51
2020-01-17,4,1,2020,0,18.58,40.1,8.85,D,135.23
2020-09-21,0,9,2020,0,19.51,49.14,25.34,A,160.17
2020-12-20,6,12,2020,1,16.98,125.3,21.0,A,134.29
2022-09-07,2,9,2022,0,23.12,179.35,73.67,A,119.93
2022-09-07,2,9,2022,0,20.2,107.32,22.69,C,157.23
2021-09-09,3,9,2021,0,15.98,126.98,99.01,C,185.13
2021-01-29,4,1,2021,0,17.59,26.11,39.61,C,174.59
2022-04-25,0,4,2022,0,8.65,199.87,8.43,C,108.74
2021-11-20,5,11,2021,1,15.46,65.96,94.86,D,118.96
2020-09-27,6,9,2020,1,6.91,89.13,72.12,B,83.41
2020-03-17,1,3,2020,0,26.39,49.82,26.45,B,31.34
2020-01-21,1,1,2020,0,3.13,74.06,99.92,A,55.15
2021-09-10,4,9,2021,0,6.39,68.89,61.91,C,152.49
2022-06-05,6,6,2022,1,22.56,21.55,65.19,C,120.09
2022-02-20,6,2,2022,1,15.53,88.26,79.74,A,87.92
2020-10-30,4,10,2020,0,6.9,75.82,43.96,B,65.35
2020-04-21,1,4,2020,0,18.23,179.16,59.55,A,98.08
2020-10-16,4,10,2020,0,23.91,154.65,36.71,C,105.24
2020-08-06,3,8,2020,0,21.9,64.18,36.63,B,28.97
2020-08-23,6,8,2020,1,29.63,35.46,16.86,B,90.99
2022-08-03,2,8,2022,0,25.96,84.06,76.86,C,122.75
2022-03-16,2,3,2022,0,19.16,172.1,1.42,C,161.15
2022-12-18,6,12,2022,1,24.88,188.82,79.36,D,145.59
2021-01-24,6,1,2021,1,6.09,77.46,31.52,C,40.7
2021-11-21,6,11,2021,1,21.89,44.51,5.25,D,131.39
2020-01-05,6,1,2020,1,27.14,157.54,82.54,D,99.4
2020-06-10,2,6,2020,0,26.63,109.41,98.83,B,27.71
2020-05-20,2,5,2020,0,24.28,135.45,58.06,C,128.63
2022-01-08,5,1,2022,1,25.21,175.32,17.54,C,31.59
2021-01-22,4,1,2021,0,0.48,43.73,26.39,C,151.77
2021-11-01,0,11,2021,0,14.27,156.42,48.65,D,101.51
2022-03-05,5,3,2022,1,3.33,159.78,75.81,B,85.7
2020-06-22,0,6,2020,0,9.86,59.54,81.38,A,175.74
2021-04-01,3,4,2021,0,18.27,62.99,17.19,C,18.38
2020-04-08,2,4,2020,0,1.37,53.68,10.05,B,133.4
2021-08-30,0,8,2021,0,10.74,100.09,59.41,B,145.78
2021-01-25,0,1,2021,0,19.45,66.95,80.96,D,162.44
2020-11-18,2,11,2020,0,9.48,23.07,89.92,B,204.33
2020-03-09,0,3,2020,0,1.53,20.89,81.64,B,94.34
2021-02-03,2,2,2021,0,27.44,59.01,86.12,C,19.55
2022-07-25,0,7,2022,0,7.82,195.16,23.12,C,36.74
2021-01-10,6,1,2021,1,25.71,41.2,9.75,C,58.35
2022-04-12,1,4,2022,0,19.06,147.93,88.12,B,115.2
2020-08-08,5,8,2020,1,11.8,84.59,84.69,A,168.0
2021-09-08,2,9,2021,0,27.16,193.53,30.01,B,96.08
2022-07-12,1,7,2022,0,18.95,49.49,5.33,D,148.78
2022-10-30,6,10,2022,1,16.07,122.74,55.49,D,134.31
2020-02-27,3,2,2020,0,4.37,130.53,46.95,A,203.77
2021-10-04,0,10,2021,0,15.59,189.73,35.33,B,191.62
2021-07-28,2,7,2021,0,26.25,125.17,35.37,D,61.83
2020-04-12,6,4,2020,1,23.18,124.51,40.16,B,125.06
2020-07-02,3,7,2020,0,22.0,24.12,8.99,D,22.23
2022-06-16,3,6,2022,0,6.96,96.86,80.36,C,84.96
2020-05-11,0,5,2020,0,0.52,107.01,99.66,D,87.22
2021-06-23,2,6,2021,0,28.84,38.24,17.31,B,137.88
2020-03-17,1,3,2020,0,15.04,157.72,86.36,C,57.86
2021-03-01,0,3,2021,0,20.48,129.37,86.15,C,84.63
2020-04-29,2,4,2020,0,1.56,123.35,95.89,B,36.22
2021-04-12,0,4,2021,0,7.21,76.89,76.58,C,80.55
2020-04-06,0,4,2020,0,7.17,136.74,4.64,B,49.53
2020-11-27,4,11,2020,0,12.24,84.01,34.72,C,34.74
2022-05-14,5,5,2022,1,10.83,163.64,41.38,D,108.57
2021-11-23,1,11,2021,0,4.91,32.55,88.0,B,96.51
2022-07-07,3,7,2022,0,10.51,177.98,70.78,C,146.11
2020-11-22,6,11,2020,1,20.46,39.04,95.8,B,189.85
2021-02-15,0,2,2021,0,7.09,164.72,40.94,B,148.94
2022-12-01,3,12,2022,0,4.97,116.94,12.66,B,122.81
2021-04-23,4,4,2021,0,7.31,101.44,66.8,A,200.38
2020-10-06,1,10,2020,0,4.96,180.79,39.0,A,188.96
2020-10-02,4,10,2020,0,15.38,175.2,66.28,C,98.86
2022-04-01,4,4,2022,0,9.38,194.4,80.09,A,96.27
2021-03-17,2,3,2021,0,5.0,160.32,98.99,B,80.96
2020-01-21,1,1,2020,0,27.48,42.57,95.22,B,151.28
2020-02-14,4,2,2020,0,10.4,74.83,64.34,B,135.58
2021-02-08,0,2,2021,0,27.57,157.92,54.04,C,158.55
2022-04-16,5,4,2022,1,17.78,172.94,84.09,D,159.7
2022-06-22,2,6,2022,0,2.03,125.09,46.84,A,126.17
2020-09-08,1,9,2020,0,13.8,170.74,31.84,D,84.73
2022-07-23,5,7,2022,1,6.02,65.31,66.04,C,45.95
2020-01-22,2,1,2020,0,5.63,115.05,4.38,D,37.71
2022-05-24,1,5,2022,0,25.9,172.31,34.78,B,64.68
2022-09-06,1,9,2022,0,28.1,24.65,58.03,C,108.3
2021-10-07,3,10,2021,0,23.64,191.32,35.58,B,83.12
2020-04-26,6,4,2020,1,20.14,194.11,89.08,B,135.59
2021-07-23,4,7,2021,0,25.7,35.34,37.71,C,8.23
